,date,team,player,action,notes
12401,2019-04-10,Grizzlies,Chandler Parsons,relinquished,sore left knee (out for season)
12402,2019-04-10,Hornets,Marvin Williams,relinquished,placed on IL (out for season)
12403,2019-04-10,Hornets,Michael Kidd-Gilchrist,acquired,activated from IL
12404,2019-04-10,Hornets,Shelvin Mack,acquired,activated from IL
12405,2019-04-10,Jazz,Donovan Mitchell,relinquished,placed on IL with thoracic spasm (out for season)
12406,2019-04-10,Jazz,Rudy Gobert,relinquished,placed on IL with sore left ankle (out for season)
12407,2019-04-10,Knicks,Lance Thomas,acquired,activated from IL
12408,2019-04-10,Knicks,Mario Hezonja,acquired,returned to lineup
12409,2019-04-10,Magic,Jonathan Isaac,relinquished,placed on IL with concussion
12410,2019-04-10,Magic,Nikola Vucevic,relinquished,stomach virus (DTD)
12411,2019-04-10,Mavericks,Luka Doncic,relinquished,left thigh injury (out for season)
12412,2019-04-10,Mavericks,Maximilian Kleber / Maxi Kleber,relinquished,placed on IL with sore left knee (out for season)
12413,2019-04-10,Mavericks,Courtney Lee,acquired,activated from IL
12414,2019-04-10,Nets,DeMarre Carroll,relinquished,placed on IL with sprained right wrist
12415,2019-04-10,Nets,Joe Harris,relinquished,placed on IL with sore right foot
12416,2019-04-10,Pacers,Bojan Bogdanovic,relinquished,sore left hand (DTD)
12417,2019-04-10,Pacers,Myles Turner,relinquished,placed on IL with sore right ankle
12418,2019-04-10,Pacers,Thaddeus Young,relinquished,right hand injury (DTD)
12419,2019-04-10,Pacers,Wesley Matthews / Wes Matthews Jr.,relinquished,placed on IL with toe injury
12420,2019-04-10,Pacers,Tyreke Evans,acquired,activated from IL
12421,2019-04-10,Pistons,Blake Griffin,relinquished,placed on IL with sore left knee
12422,2019-04-10,Spurs,Dante Cunningham,relinquished,placed on IL with illness (out for season)
12423,2019-04-10,Thunder,Paul George,relinquished,placed on IL with sore right shoulder
12424,2019-04-10,Timberwolves,Jerryd Bayless,relinquished,placed on IL with right ankle injury (out for season)
12425,2019-04-10,Timberwolves,Karl-Anthony Towns,relinquished,placed on IL with right knee inflammation (out for season)
12426,2019-04-10,Warriors,Draymond Green,relinquished,placed on IL with sore left knee
12427,2019-04-10,Warriors,Shaun Livingston,relinquished,placed on IL with sore left knee
12428,2019-04-10,Warriors,Stephen Curry,relinquished,placed on IL with sprained right ankle
12429,2019-04-10,Warriors,Andre Iguodala,acquired,activated from IL
12430,2019-04-10,Warriors,Kevin Durant,acquired,activated from IL
12431,2019-04-10,Warriors,Klay Thompson,acquired,activated from IL
12432,2019-04-10,Timberwolves,Taj Gibson,acquired,activated from IL
12433,2019-04-10,Timberwolves,Taj Gibson,relinquished,strained left calf (out for season)
12434,2019-04-12,76ers,Ben Simmons,acquired,activated from IL
12435,2019-04-12,76ers,J.J. Redick,acquired,activated from IL
12436,2019-04-12,76ers,Jimmy Butler,acquired,activated from IL
12437,2019-04-12,Magic,Nikola Vucevic,acquired,returned to lineup
12438,2019-04-12,Nets,DeMarre Carroll,acquired,activated from IL
12439,2019-04-12,Nets,Joe Harris,acquired,activated from IL
12440,2019-04-12,Raptors,Ogugua Anunoby / O.G. Anunoby,relinquished,appendectomy (out indefinitely)
12441,2019-04-12,Warriors,Draymond Green,acquired,activated from IL
12442,2019-04-12,Warriors,Shaun Livingston,acquired,activated from IL
12443,2019-04-12,Warriors,Stephen Curry,acquired,activated from IL
12444,2019-04-13,76ers,Amir Johnson,relinquished,fined by team
12445,2019-04-13,76ers,Joel Embiid,acquired,activated from IL
12446,2019-04-13,76ers,Jonah Bolden,acquired,returned to lineup
12447,2019-04-13,Celtics,Aron Baynes,acquired,activated from IL
12448,2019-04-13,Celtics,Gordon Hayward,acquired,activated from IL
12449,2019-04-13,Celtics,Jayson Tatum,acquired,returned to lineup
12450,2019-04-13,Celtics,Kyrie Irving,acquired,activated from IL
12451,2019-04-13,Magic,Jonathan Isaac,acquired,activated from IL
12452,2019-04-13,Pacers,Myles Turner,acquired,activated from IL
12453,2019-04-13,Pacers,Wesley Matthews / Wes Matthews Jr.,acquired,activated from IL
12454,2019-04-13,Raptors,Ogugua Anunoby / O.G. Anunoby,relinquished,placed on IL with appendectomy
12455,2019-04-14,Bucks,Nikola Mirotic,acquired,activated from IL
12456,2019-04-14,Celtics,Al Horford,acquired,activated from IL
12457,2019-04-14,Celtics,Marcus Morris,acquired,activated from IL
12458,2019-04-14,Jazz,Donovan Mitchell,acquired,activated from IL
12459,2019-04-14,Jazz,Kyle Korver,acquired,activated from IL
12460,2019-04-14,Jazz,Raulzinho Neto / Raul Neto,acquired,activated from IL
12461,2019-04-14,Jazz,Ricky Rubio,acquired,activated from IL
12462,2019-04-14,Jazz,Rudy Gobert,acquired,activated from IL
12463,2019-04-14,Pacers,Bojan Bogdanovic,acquired,returned to lineup
12464,2019-04-14,Pacers,Thaddeus Young,acquired,returned to lineup
12465,2019-04-14,Thunder,Hamidou Diallo,relinquished,sore right elbow (out for season)
12466,2019-04-14,Thunder,Paul George,acquired,activated from IL
12467,2019-04-14,Bucks,Malcolm Brogdon,acquired,activated from IL
12468,2019-04-14,Bucks,Malcolm Brogdon,relinquished,right foot injury (DTD)
12469,2019-04-15,76ers,Zhaire Smith,relinquished,placed on IL
12470,2019-04-15,76ers,James Ennis,acquired,activated from IL
12471,2019-04-15,Nets,Jared Dudley,relinquished,placed on IL with right calf injury
12472,2019-04-16,Thunder,Hamidou Diallo,relinquished,placed on IL with sore right elbow (out for season)
12473,2019-04-16,Warriors,DeMarcus Cousins,relinquished,torn left quadriceps (out indefinitely)
12474,2019-04-17,Thunder,Hamidou Diallo,relinquished,surgery on right elbow (out for season)
12475,2019-04-18,76ers,Joel Embiid,relinquished,sore left knee (DTD)
12476,2019-04-18,Nets,Jared Dudley,acquired,activated from IL
12477,2019-04-18,Raptors,Chris Boucher,relinquished,back spasms (DTD)
12478,2019-04-18,Warriors,DeMarcus Cousins,relinquished,placed on IL with torn left quadriceps
12479,2019-04-19,Nets,Ed Davis (Adam),relinquished,right ankle injury (DTD)
12480,2019-04-19,Raptors,Chris Boucher,relinquished,placed on IL with back spasms
12481,2019-04-19,Raptors,Patrick McCaw,acquired,activated from IL
12482,2019-04-20,76ers,Joel Embiid,acquired,returned to lineup
12483,2019-04-20,Blazers,Maurice Harkless / Moe Harkless,relinquished,"fined $15,000 by NBA for throwing his headband into stands during game"
12484,2019-04-20,Bucks,Tony Snell,acquired,returned to lineup
12485,2019-04-20,Nets,Ed Davis (Adam),relinquished,placed on IL with right ankle injury (out for season)
12486,2019-04-20,Pistons,Blake Griffin,acquired,activated from IL
12487,2019-04-21,76ers,Jimmy Butler,relinquished,"fined $15,000 by NBA for altercation during game"
12488,2019-04-21,Celtics,Guerschon Yabusele,relinquished,placed on IL with sore lower back
12489,2019-04-21,Nets,Jared Dudley,relinquished,"fined $25,000 by NBA for altercation during game"
12490,2019-04-21,Spurs,DeMar DeRozan,relinquished,"fined $25,000 by NBA for throwing ball at official during game"
12491,2019-04-26,76ers,(James) Mike Scott,relinquished,right foot injury (DTD)
12492,2019-04-27,76ers,(James) Mike Scott,relinquished,placed on IL with right foot injury
12493,2019-04-27,76ers,Zhaire Smith,acquired,activated from IL
12494,2019-04-28,Celtics,Guerschon Yabusele,acquired,activated from IL
12495,2019-04-28,Rockets,Austin Rivers,relinquished,placed on IL with illness
12496,2019-04-29,76ers,Zhaire Smith,relinquished,placed on IL (out for season)
12497,2019-04-29,Rockets,Chris Paul,relinquished,"fined $35,000 by NBA for confronting and making contact with official during game"
12498,2019-04-30,Rockets,Austin Rivers,acquired,activated from IL
12499,2019-05-02,76ers,(James) Mike Scott,acquired,activated from IL
12500,2019-05-02,Raptors,Jeremy Lin,relinquished,placed on IL with back spasms
12501,2019-05-03,76ers,Ben Simmons,relinquished,"fined $20,000 by NBA for making contact to groin of opposing player"
12502,2019-05-04,Rockets,Danuel House,relinquished,toe injury (DTD)
12503,2019-05-05,Raptors,Jeremy Lin,acquired,activated from IL
12504,2019-05-06,Celtics,Marcus Smart,acquired,activated from IL
12505,2019-05-06,Rockets,Danuel House,relinquished,placed on IL with toe injury
12506,2019-05-08,Bucks,D.J. Wilson,relinquished,sprained left ankle (DTD)
12507,2019-05-08,Bucks,Malcolm Brogdon,acquired,returned to lineup
12508,2019-05-08,Rockets,Kenneth Faried,relinquished,personal reasons (DTD)
12509,2019-05-08,Rockets,Danuel House,acquired,activated from IL
12510,2019-05-09,Warriors,Kevin Durant,relinquished,strained right calf (DTD)
12511,2019-05-10,Bucks,Pau Gasol,relinquished,surgery on left foot (out for season)
12512,2019-05-10,Rockets,Danuel House,acquired,returned to lineup
12513,2019-05-10,Rockets,Kenneth Faried,acquired,returned to lineup
12514,2019-05-10,Warriors,Kevin Durant,relinquished,placed on IL with strained right calf
12515,2019-05-14,Warriors,Damian Jones,acquired,activated from IL
12516,2019-05-15,Raptors,Patrick McCaw,relinquished,placed on IL for personal reasons
12517,2019-05-15,Raptors,Chris Boucher,acquired,activated from IL
12518,2019-05-17,Bucks,D.J. Wilson,acquired,returned to lineup
12519,2019-05-17,Pacers,Tyreke Evans,relinquished,suspended by NBA for 2 years for violating the NBA anti-drug program
12520,2019-05-19,Bucks,D.J. Wilson,relinquished,sore left ankle (DTD)
12521,2019-05-20,Warriors,Andre Iguodala,relinquished,placed on IL with left calf injury
12522,2019-05-21,Bucks,D.J. Wilson,acquired,returned to lineup
12523,2019-05-25,Raptors,Patrick McCaw,acquired,activated from IL
12524,2019-05-30,Warriors,Andre Iguodala,acquired,activated from IL
12525,2019-05-30,Warriors,DeMarcus Cousins,acquired,activated from IL
12526,2019-06-01,Clippers,Glenn Rivers / Doc Rivers,relinquished,"fined $50,000 by NBA for public comments regarding Kawhi Leonard's health status"
12527,2019-06-02,Raptors,Ogugua Anunoby / O.G. Anunoby,acquired,activated from IL
12528,2019-06-03,Warriors,Kevon Looney,relinquished,fractured collarbone (out indefinitely)
12529,2019-06-05,Warriors,Kevon Looney,relinquished,placed on IL with fractured collarbone
12530,2019-06-05,Warriors,Klay Thompson,relinquished,strained left hamstring (DTD)
12531,2019-06-07,Warriors,Kevon Looney,acquired,activated from IL
12532,2019-06-07,Warriors,Klay Thompson,acquired,returned to lineup
12533,2019-06-10,Warriors,Kevin Durant,acquired,activated from IL
12534,2019-06-12,Warriors,Kevin Durant,relinquished,torn right Achilles tendon (out for season)
12535,2019-06-13,Warriors,Kevin Durant,relinquished,placed on IL with torn right Achilles tendon (out for season)
12536,2019-06-14,Warriors,Klay Thompson,relinquished,torn ACL in left knee (out for season)
12537,2019-07-01,76ers,Amir Johnson,relinquished,placed on IL
12538,2019-07-03,Warriors,Klay Thompson,relinquished,surgery on left knee to repair torn ACL (out indefinitely)
12539,2019-08-08,,Michael Beasley,relinquished,suspended by NBA for 5 games for violating the league's anti-drug policy
12540,2019-08-29,Nets,Wilson Chandler,relinquished,suspended by NBA for 25 games for testing positive for performance enhancing drugs
12541,2019-09-28,Cavaliers,Dylan Windler,relinquished,stress reaction in left leg (out for season)
12542,2019-10-01,Wizards,John Wall (Hildred),relinquished,placed on IL recovering from torn left Achilles tendon (out for season)
12543,2019-10-11,Bucks,Eric Bledsoe,relinquished,rib injury (out indefinitely)
12544,2019-10-13,Rockets,Gerald Green (b. 1986-01-26),relinquished,left foot injury (out indefinitely)
12545,2019-10-17,Cavaliers,Ante Zizic,relinquished,left foot injury (out indefinitely)
12546,2019-10-18,Pelicans,Zion Williamson,relinquished,torn meniscus in right knee (out indefinitely)
12547,2019-10-20,Heat,Dion Waiters,relinquished,suspended by team for 1 game for conduct detrimental to the team
12548,2019-10-21,Clippers,Amir Coffey,relinquished,sprained right ankle (DTD)
12549,2019-10-21,Clippers,Rodney McGruder,relinquished,sprained right ankle (DTD)
12550,2019-10-21,Lakers,Kyle Kuzma,relinquished,stress reaction in left ankle/foot (out indefinitely)
12551,2019-10-21,Pelicans,Darius Miller,relinquished,torn right Achilles tendon (out for season)
12552,2019-10-21,Pelicans,Zion Williamson,relinquished,surgery on right knee to repair torn meniscus (out indefinitely)
12553,2019-10-21,Raptors,Patrick McCaw,relinquished,placed on IL with sore left knee
12554,2019-10-21,Raptors,Rondae Hollis-Jefferson,relinquished,placed on IL with left groin injury
12555,2019-10-22,Blazers,Pau Gasol,relinquished,left foot injury (DTD)
12556,2019-10-22,Bulls,Chandler Hutchison,relinquished,strained left hamstring (DTD)
12557,2019-10-22,Celtics,Romeo Langford,relinquished,sore right knee (DTD)
12558,2019-10-22,Celtics,Tacko Fall,relinquished,concussion (DTD)
12559,2019-10-22,Clippers,Paul George,relinquished,placed on IL with right shoulder injury
12560,2019-10-22,Clippers,Rodney McGruder,relinquished,placed on IL with sprained right ankle
12561,2019-10-22,Grizzlies,Andre Iguodala,relinquished,player not with team (out indefinitely)
12562,2019-10-22,Grizzlies,Josh Jackson,relinquished,player not with team (out indefinitely)
12563,2019-10-22,Heat,Udonis Haslem,relinquished,sprained left wrist (DTD)
12564,2019-10-22,Jazz,Dante Exum,relinquished,right knee injury (DTD)
12565,2019-10-22,Kings,Harry Giles,relinquished,sore left knee (DTD)
12566,2019-10-22,Knicks,Kadeem Allen,relinquished,sore right knee (DTD)
12567,2019-10-22,Lakers,DeMarcus Cousins,relinquished,placed on IL recovering from surery on left knee to repair torn ACL
12568,2019-10-22,Lakers,Kyle Kuzma,relinquished,placed on IL with stress reaction in left ankle/foot
12569,2019-10-22,Lakers,Rajon Rondo,relinquished,placed on IL with right calf injury
12570,2019-10-22,Mavericks,Dwight Powell,relinquished,strained left hamstring (DTD)
12571,2019-10-22,Pelicans,Zion Williamson,relinquished,placed on IL recovering from surgery on right knee to repair torn meniscus
12572,2019-10-22,Pistons,Blake Griffin,relinquished,left hamstring injury (out indefinitely)
12573,2019-10-22,Pistons,Sekou Doumbouya,relinquished,concussion (DTD)
12574,2019-10-22,Suns,Cameron Johnson,relinquished,placed on IL with left calf injury
12575,2019-10-22,Suns,Ty Jerome,relinquished,sprained right ankle (out indefinitely)
12576,2019-10-22,Thunder,Andre Roberson,relinquished,left knee injury (out indefinitely)
12577,2019-10-22,Wizards,C.J. Miles,relinquished,left foot injury (DTD)
12578,2019-10-22,Wizards,Troy Brown Jr.,relinquished,strained left calf (DTD)
12579,2019-10-23,76ers,Zhaire Smith,relinquished,placed on IL
12580,2019-10-23,Blazers,Jusuf Nurkic,relinquished,placed on IL
12581,2019-10-23,Blazers,Pau Gasol,relinquished,placed on IL with left foot injury
12582,2019-10-23,Bulls,Adam Mokoka,relinquished,placed on IL
12583,2019-10-23,Bulls,Chandler Hutchison,relinquished,placed on IL with strained left hamstring
12584,2019-10-23,Bulls,Cristiano Felicio,relinquished,placed on IL
12585,2019-10-23,Bulls,Max Strus,relinquished,placed on IL
12586,2019-10-23,Bulls,Shaquille Harrison,relinquished,strained left hamstring (DTD)
12587,2019-10-23,Cavaliers,Alfonzo McKinnie,relinquished,"placed on IL, player not with team"
12588,2019-10-23,Cavaliers,Ante Zizic,relinquished,placed on IL with left foot injury
12589,2019-10-23,Cavaliers,John Henson,relinquished,placed on IL with sprained right ankle
12590,2019-10-23,Celtics,Romeo Langford,relinquished,placed on IL with sore right knee
12591,2019-10-23,Clippers,Patrick Beverley,relinquished,"fined $25,000 by NBA for throwing ball into stands at end of game"
12592,2019-10-23,Grizzlies,Andre Iguodala,relinquished,placed on IL
12593,2019-10-23,Hawks,Allen Crabbe,relinquished,right knee injury (out indefinitely)
12594,2019-10-23,Hawks,Chandler Parsons,relinquished,knee injury (DTD)
12595,2019-10-23,Heat,Dion Waiters,relinquished,placed on IL
12596,2019-10-23,Heat,James Johnson,relinquished,placed on IL for conditioning
12597,2019-10-23,Heat,Jimmy Butler,relinquished,personal reasons (DTD)
12598,2019-10-23,Heat,Udonis Haslem,relinquished,placed on IL with sprained left wrist (DTD)
12599,2019-10-23,Jazz,Dante Exum,relinquished,placed on IL with right knee injury
12600,2019-10-23,Kings,Harry Giles,relinquished,placed on IL with sore left knee
12601,2019-10-23,Knicks,Kadeem Allen,relinquished,placed on IL with sore right knee
12602,2019-10-23,Knicks,Mitchell Robinson,relinquished,placed on IL with sprained right ankle
12603,2019-10-23,Knicks,Reggie Bullock,relinquished,placed on IL with surgery on neck
12604,2019-10-23,Mavericks,Dwight Powell,relinquished,placed on IL with strained left hamstring
12605,2019-10-23,Mavericks,Ryan Broekhoff,relinquished,placed on IL with sprained right ankle
12606,2019-10-23,Nets,Nicolas Claxton,relinquished,placed on IL
12607,2019-10-23,Nuggets,Bol Bol,relinquished,placed on IL with left foot injury
12608,2019-10-23,Pistons,Blake Griffin,relinquished,placed on IL with left hamstring injury
